62b15a11-32dc-43af-a935-f0148147f5ab,-94.49075022,38.9128811,SGQ0036,Zamit,Batz Group,Morissette-Gorczany,FALSE,FALSE,TRUE,TRUE,1786,134,9744,Monitored
cd4e29a4-fe64-48d6-a506-e868dd62a356,-94.51515704,39.20187032,NQG1512,Temp,Deckow Group,Ortiz and Sons,TRUE,FALSE,FALSE,TRUE,4843,186,2790,access
bf95ae72-257a-45c1-beb0-2a28a5700429,-94.6004181,39.0516154,SAG1572,Duobam,Haley Inc,Koss-Klocko,TRUE,FALSE,TRUE,FALSE,3535,138,4825,leverage
00fef963-eef9-4d61-b630-18ae17ceeaa9,-94.59613344,39.07861513,SAE1688,Subin,"Sporer, Lubowitz and Leffler",Hamill-Gusikowski,TRUE,FALSE,FALSE,TRUE,7690,151,8901,Total
de7086b5-b123-41c1-a3e9-f0da2333eafd,-94.57423867,39.02125134,SCI1103,It,Ferry and Sons,Beier-Turcotte,TRUE,FALSE,FALSE,TRUE,6116,78,4903,Mandatory
9db03054-3c90-4cd9-9589-1f2d5c19ed2e,-94.50563975,38.99673707,SFK0011,Sonair,"Carroll, Lowe and Beahan",Abbott LLC,FALSE,TRUE,FALSE,TRUE,9030,85,2515,Virtual
476657ed-a068-409c-84d8-fdf715f2502e,-94.57715194,39.04897777,SBH0183,Latlux,Murphy Group,Hayes Group,TRUE,FALSE,FALSE,FALSE,5239,200,6006,Reduced
905233b6-03fa-472a-b966-fcc6dc65e6d6,-94.60064669,38.97831195,SAL1572,Viva,Steuber-Heidenreich,Ruecker-Oberbrunner,FALSE,TRUE,FALSE,FALSE,4037,54,3417,background
bd4f1e71-9811-4c73-99cd-260148fd1ce8,-94.42578664,39.17606565,NVE5768,Stronghold,Upton Group,Cummings-Cummings,FALSE,TRUE,TRUE,TRUE,3246,120,2027,middleware
dbfba372-59ab-453a-aedb-a7b73053e388,-94.57477287,39.15728083,NND1530,Lotstring,Jaskolski and Sons,Gutkowski Inc,TRUE,FALSE,TRUE,FALSE,5623,80,3104,application
eec3a796-5c72-4660-bf77-5a25ffa49f72,-94.54572759,38.94920449,SDN1577,Tampflex,"Casper, Bailey and Schoen","Willms, Buckridge and Shanahan",TRUE,FALSE,FALSE,TRUE,7765,46,5326,Expanded
fde3de58-1468-41f6-af19-9ff60e2bb036,-94.59346235,38.98138121,SBL1083,Tampflex,"Shields, Marquardt and Runte","Raynor, Rolfson and Rice",FALSE,TRUE,TRUE,TRUE,1465,45,9475,task-force
63803f14-20de-4ce9-bd56-8e652aba604f,-94.422503,39.02635543,SKI7046,Transcof,"Miller, Renner and Torphy",Stoltenberg-Kilback,FALSE,TRUE,FALSE,TRUE,4204,88,3110,explicit
fc55ca37-03e3-4695-b413-e96bec71c307,-94.54851092,39.06245744,SDG0512,Tempsoft,"Kessler, Walsh and Jerde",Sporer-Effertz,FALSE,FALSE,FALSE,TRUE,4722,34,1636,attitude
3951d884-f513-4bb6-ad17-4bb7dcb1a985,-94.5138727,38.91521965,SFQ0141,Rank,Pouros Inc,Volkman-Crist,TRUE,TRUE,FALSE,FALSE,4277,102,4149,User-friendly
75fa7d87-915a-4781-a2c2-2b3f3ec12dcb,-94.51507335,38.9502669,SFN1065,Biodex,Bahringer-Harris,"Russel, Bartoletti and Bradtke",TRUE,TRUE,TRUE,FALSE,8823,152,1784,flexibility
4c34efe7-da27-4a2c-924b-d00b398cba6b,-94.58756112,39.1010718,SBD5448,Y-Solowarm,Goyette-Huels,Kshlerin Group,FALSE,TRUE,FALSE,TRUE,3643,51,7425,analyzer
8da8e7d8-a990-41ad-89c8-515753f7fd1f,-94.6065453,39.03922658,SAH1096,Andalax,"Howe, Raynor and Mohr",Nikolaus LLC,TRUE,FALSE,FALSE,TRUE,5255,53,6510,well-modulated
b2296767-90e5-4f0d-905f-5c0784e329c5,-94.53997384,39.05322252,SDG1535,It,Littel-Sawayn,"Bernhard, Dickinson and Kuphal",FALSE,TRUE,TRUE,TRUE,1286,33,6017,Integrated
0726f81e-d542-4967-bdcc-89d990509c40,-94.53783396,39.03965443,SDH1518,Namfix,"Mante, Kuhlman and Wunsch",Becker Group,FALSE,FALSE,FALSE,FALSE,3162,175,3383,incremental
3651345c-7bc8-4f02-99ff-4e63f0b94135,-94.54339042,39.16915335,NPE1075,Sonair,Orn and Sons,"Hoppe, McGlynn and Flatley",TRUE,FALSE,FALSE,FALSE,5710,73,2513,attitude-oriented
a708e04c-ad65-4055-8eb3-bedff244ece1,-94.59853482,39.05463294,SAG1587,Sub-Ex,Kautzer-Fadel,Armstrong Group,TRUE,TRUE,TRUE,TRUE,9139,155,9090,even-keeled
7aa85a75-e055-46fc-a4d3-e0f511f5c5f7,-94.57254711,39.02733455,SCI0627,Duobam,Stroman LLC,Schmidt-Runolfsson,TRUE,TRUE,TRUE,TRUE,2439,114,4872,discrete
dfeb7887-56df-47ea-afa4-c980b10c25ee,-94.50730019,39.20225643,NRG1009,Bitchip,Farrell LLC,Ullrich-Labadie,FALSE,FALSE,TRUE,FALSE,6740,178,9781,Ameliorated
b4175d6e-1c44-4d58-9885-aacd1236d196,-94.50187555,39.05857353,SFG0036,Span,Vandervort Inc,Waters Inc,FALSE,FALSE,FALSE,FALSE,6228,113,1842,policy
31dfd4a7-fd2a-46d8-920d-0e2f0fd6af42,-94.50308225,39.09888879,SFD0078,Zontrax,Gerlach LLC,Abernathy-McGlynn,TRUE,TRUE,FALSE,FALSE,4952,89,5581,Sharable
4797fe5c-de51-43b8-8173-c311b5deed9c,-94.44699782,39.04109178,SIH3035,Gembucket,"Gusikowski, King and Fay","Pollich, Murray and Kohler",FALSE,FALSE,FALSE,FALSE,2628,145,5206,Secured
cc9e81f0-38f5-4f24-85c2-028117d086f8,-94.48085106,39.08038712,SGE1529,Ventosanzap,"Simonis, Schroeder and Gusikowski",Boyle-Kuphal,FALSE,TRUE,FALSE,TRUE,8294,111,2321,multi-tasking
dc0f24f2-3b50-4671-9fa4-d4892ea5e887,-94.55485007,39.16619983,NOD0026,Lotlux,"Torp, Bahringer and McGlynn",Hand and Sons,TRUE,FALSE,FALSE,FALSE,9646,165,3517,Team-oriented
3915ef8b-3db3-4102-ae98-3b48f2ed4226,-94.5690536,39.02697701,SCI1013,Zontrax,Wolff-Nikolaus,Kuvalis-Langosh,TRUE,TRUE,FALSE,TRUE,6590,156,3529,functionalities
